county_desc,precinct_code,precinct_name,candidate_name,candidate_party_lbl,cnt,num_votes
MECKLENBURG,CURBSIDE 71-106,NA,Dan McCready,DEM,5,0
MECKLENBURG,CURBSIDE 71-106,NA,Jeff Scott,LIB,5,0
MECKLENBURG,CURBSIDE 71-106,NA,Mark Harris,REP,5,0
MECKLENBURG,PROVISIONAL 1-35,NA,Dan McCready,DEM,5,0
MECKLENBURG,PROVISIONAL 1-35,NA,Jeff Scott,LIB,5,0
MECKLENBURG,PROVISIONAL 1-35,NA,Mark Harris,REP,5,0
MECKLENBURG,PROVISIONAL 36-70,NA,Dan McCready,DEM,5,0
MECKLENBURG,PROVISIONAL 36-70,NA,Jeff Scott,LIB,5,0
MECKLENBURG,PROVISIONAL 36-70,NA,Mark Harris,REP,5,0
MECKLENBURG,PROVISIONAL 71-106,NA,Dan McCready,DEM,5,0
MECKLENBURG,PROVISIONAL 71-106,NA,Jeff Scott,LIB,5,0
MECKLENBURG,PROVISIONAL 71-106,NA,Mark Harris,REP,5,0
RICHMOND,01,ROCKINGHAM #1,Dan McCready,DEM,4,1341
RICHMOND,01,ROCKINGHAM #1,Jeff Scott,LIB,4,45
RICHMOND,01,ROCKINGHAM #1,Mark Harris,REP,4,731
RICHMOND,02,ROCKINGHAM #2,Dan McCready,DEM,4,1080
RICHMOND,02,ROCKINGHAM #2,Jeff Scott,LIB,4,58
RICHMOND,02,ROCKINGHAM #2,Mark Harris,REP,4,1413
RICHMOND,03,ROCKINGHAM #3,Dan McCready,DEM,4,157
RICHMOND,03,ROCKINGHAM #3,Jeff Scott,LIB,4,11
RICHMOND,03,ROCKINGHAM #3,Mark Harris,REP,4,285
RICHMOND,04,WOLF PIT #1,Dan McCready,DEM,4,364
RICHMOND,04,WOLF PIT #1,Jeff Scott,LIB,4,20
RICHMOND,04,WOLF PIT #1,Mark Harris,REP,4,301
RICHMOND,05,WOLF PIT #2,Dan McCready,DEM,4,104
RICHMOND,05,WOLF PIT #2,Jeff Scott,LIB,4,9
RICHMOND,05,WOLF PIT #2,Mark Harris,REP,4,118
RICHMOND,06,WOLF PIT #3,Dan McCready,DEM,4,218
RICHMOND,06,WOLF PIT #3,Jeff Scott,LIB,4,15
RICHMOND,06,WOLF PIT #3,Mark Harris,REP,4,388
RICHMOND,07,WOLF PIT #4,Dan McCready,DEM,4,263
RICHMOND,07,WOLF PIT #4,Jeff Scott,LIB,4,3
RICHMOND,07,WOLF PIT #4,Mark Harris,REP,4,202
RICHMOND,08,MARKS CREEK #1,Dan McCready,DEM,4,1108
RICHMOND,08,MARKS CREEK #1,Jeff Scott,LIB,4,29
RICHMOND,08,MARKS CREEK #1,Mark Harris,REP,4,723
RICHMOND,09,MARKS CREEK #2,Dan McCready,DEM,4,1190
RICHMOND,09,MARKS CREEK #2,Jeff Scott,LIB,4,54
RICHMOND,09,MARKS CREEK #2,Mark Harris,REP,4,1247
RICHMOND,10,BEAVER DAM #1,Dan McCready,DEM,4,309
RICHMOND,10,BEAVER DAM #1,Jeff Scott,LIB,4,10
RICHMOND,10,BEAVER DAM #1,Mark Harris,REP,4,130
RICHMOND,11,BEAVER DAM #2,Dan McCready,DEM,4,306
RICHMOND,11,BEAVER DAM #2,Jeff Scott,LIB,4,8
RICHMOND,11,BEAVER DAM #2,Mark Harris,REP,4,344
RICHMOND,12,MINERAL SPRINGS #1,Dan McCready,DEM,4,403
RICHMOND,12,MINERAL SPRINGS #1,Jeff Scott,LIB,4,17
RICHMOND,12,MINERAL SPRINGS #1,Mark Harris,REP,4,435
RICHMOND,13,MINERAL SPRINGS #2,Dan McCready,DEM,4,186
RICHMOND,13,MINERAL SPRINGS #2,Jeff Scott,LIB,4,6
RICHMOND,13,MINERAL SPRINGS #2,Mark Harris,REP,4,228
RICHMOND,14,STEELES #1,Dan McCready,DEM,4,50
RICHMOND,14,STEELES #1,Jeff Scott,LIB,4,3
RICHMOND,14,STEELES #1,Mark Harris,REP,4,24
RICHMOND,15,STEELES #2,Dan McCready,DEM,4,26
RICHMOND,15,STEELES #2,Jeff Scott,LIB,4,5
RICHMOND,15,STEELES #2,Mark Harris,REP,4,67
RICHMOND,16,BLACK JACK #1,Dan McCready,DEM,4,33
RICHMOND,16,BLACK JACK #1,Jeff Scott,LIB,4,5
RICHMOND,16,BLACK JACK #1,Mark Harris,REP,4,150
RICHMOND,ABSENTEE MAIL,NA,Dan McCready,DEM,4,0
RICHMOND,ABSENTEE MAIL,NA,Jeff Scott,LIB,4,0
RICHMOND,ABSENTEE MAIL,NA,Mark Harris,REP,4,0
RICHMOND,ONE STOP,NA,Dan McCready,DEM,4,0
RICHMOND,ONE STOP,NA,Jeff Scott,LIB,4,0
RICHMOND,ONE STOP,NA,Mark Harris,REP,4,0
RICHMOND,PROVISIONAL,NA,Dan McCready,DEM,4,0
RICHMOND,PROVISIONAL,NA,Jeff Scott,LIB,4,0
RICHMOND,PROVISIONAL,NA,Mark Harris,REP,4,0
ROBESON,01,ALFORDSVILLE,Dan McCready,DEM,4,259
ROBESON,01,ALFORDSVILLE,Jeff Scott,LIB,4,12
ROBESON,01,ALFORDSVILLE,Mark Harris,REP,4,174
ROBESON,02,BACK SWAMP,Dan McCready,DEM,4,620
ROBESON,02,BACK SWAMP,Jeff Scott,LIB,4,34
ROBESON,02,BACK SWAMP,Mark Harris,REP,4,246
ROBESON,03,BRITTS,Dan McCready,DEM,4,263
ROBESON,03,BRITTS,Jeff Scott,LIB,4,12
ROBESON,03,BRITTS,Mark Harris,REP,4,447
ROBESON,04,BURNT SWAMP,Dan McCready,DEM,4,509
ROBESON,04,BURNT SWAMP,Jeff Scott,LIB,4,44
ROBESON,04,BURNT SWAMP,Mark Harris,REP,4,330
ROBESON,05A,FAIRMONT,Dan McCready,DEM,4,1034
ROBESON,05A,FAIRMONT,Jeff Scott,LIB,4,35
ROBESON,05A,FAIRMONT,Mark Harris,REP,4,476
ROBESON,07,GADDYS,Dan McCready,DEM,4,237
ROBESON,07,GADDYS,Jeff Scott,LIB,4,8
ROBESON,07,GADDYS,Mark Harris,REP,4,108
ROBESON,08,EAST HOWELLSVILLE,Dan McCready,DEM,4,256
ROBESON,08,EAST HOWELLSVILLE,Jeff Scott,LIB,4,18
ROBESON,08,EAST HOWELLSVILLE,Mark Harris,REP,4,538
ROBESON,09,WEST HOWELLSVILLE,Dan McCready,DEM,4,329
ROBESON,09,WEST HOWELLSVILLE,Jeff Scott,LIB,4,8
ROBESON,09,WEST HOWELLSVILLE,Mark Harris,REP,4,259
ROBESON,10,LUMBER BRIDGE,Dan McCready,DEM,4,247
ROBESON,10,LUMBER BRIDGE,Jeff Scott,LIB,4,13
ROBESON,10,LUMBER BRIDGE,Mark Harris,REP,4,197
ROBESON,11,LUMBERTON #1,Dan McCready,DEM,4,916
ROBESON,11,LUMBERTON #1,Jeff Scott,LIB,4,27
ROBESON,11,LUMBERTON #1,Mark Harris,REP,4,1418
ROBESON,11A,LUMBERTON #11A,Dan McCready,DEM,4,336
ROBESON,11A,LUMBERTON #11A,Jeff Scott,LIB,4,19
ROBESON,11A,LUMBERTON #11A,Mark Harris,REP,4,269
ROBESON,12,LUMBERTON #2,Dan McCready,DEM,4,577
ROBESON,12,LUMBERTON #2,Jeff Scott,LIB,4,9
ROBESON,12,LUMBERTON #2,Mark Harris,REP,4,220
ROBESON,13,LUMBERTON #3,Dan McCready,DEM,4,495
ROBESON,13,LUMBERTON #3,Jeff Scott,LIB,4,15
ROBESON,13,LUMBERTON #3,Mark Harris,REP,4,334
ROBESON,14,LUMBERTON #4,Dan McCready,DEM,4,251
ROBESON,14,LUMBERTON #4,Jeff Scott,LIB,4,10
ROBESON,14,LUMBERTON #4,Mark Harris,REP,4,183
ROBESON,15,LUMBERTON #5,Dan McCready,DEM,4,384
ROBESON,15,LUMBERTON #5,Jeff Scott,LIB,4,9
ROBESON,15,LUMBERTON #5,Mark Harris,REP,4,67
ROBESON,16,LUMBERTON #6,Dan McCready,DEM,4,473
ROBESON,16,LUMBERTON #6,Jeff Scott,LIB,4,12
ROBESON,16,LUMBERTON #6,Mark Harris,REP,4,16
ROBESON,17,LUMBERTON #7,Dan McCready,DEM,4,103
ROBESON,17,LUMBERTON #7,Jeff Scott,LIB,4,10
ROBESON,17,LUMBERTON #7,Mark Harris,REP,4,46
ROBESON,18A,LUMBERTON #8A,Dan McCready,DEM,4,453
ROBESON,18A,LUMBERTON #8A,Jeff Scott,LIB,4,19
ROBESON,18A,LUMBERTON #8A,Mark Harris,REP,4,436
ROBESON,19,MAXTON,Dan McCready,DEM,4,944
ROBESON,19,MAXTON,Jeff Scott,LIB,4,35
ROBESON,19,MAXTON,Mark Harris,REP,4,250
ROBESON,20,ORRUM,Dan McCready,DEM,4,263
ROBESON,20,ORRUM,Jeff Scott,LIB,4,15
ROBESON,20,ORRUM,Mark Harris,REP,4,257
ROBESON,21,PARKTON,Dan McCready,DEM,4,458
ROBESON,21,PARKTON,Jeff Scott,LIB,4,16
ROBESON,21,PARKTON,Mark Harris,REP,4,472
ROBESON,22,NORTH PEMBROKE,Dan McCready,DEM,4,719
ROBESON,22,NORTH PEMBROKE,Jeff Scott,LIB,4,60
ROBESON,22,NORTH PEMBROKE,Mark Harris,REP,4,417
ROBESON,23,SOUTH PEMBROKE,Dan McCready,DEM,4,876
ROBESON,23,SOUTH PEMBROKE,Jeff Scott,LIB,4,43
ROBESON,23,SOUTH PEMBROKE,Mark Harris,REP,4,530
ROBESON,24,PHILADELPHUS,Dan McCready,DEM,4,237
ROBESON,24,PHILADELPHUS,Jeff Scott,LIB,4,10
ROBESON,24,PHILADELPHUS,Mark Harris,REP,4,177
ROBESON,25,RAFT SWAMP,Dan McCready,DEM,4,377
ROBESON,25,RAFT SWAMP,Jeff Scott,LIB,4,16
ROBESON,25,RAFT SWAMP,Mark Harris,REP,4,231
ROBESON,26A,RED SPRINGS,Dan McCready,DEM,4,1122
ROBESON,26A,RED SPRINGS,Jeff Scott,LIB,4,29
ROBESON,26A,RED SPRINGS,Mark Harris,REP,4,354
ROBESON,28,RENNERT,Dan McCready,DEM,4,222
ROBESON,28,RENNERT,Jeff Scott,LIB,4,10
ROBESON,28,RENNERT,Mark Harris,REP,4,192
ROBESON,29,ROWLAND,Dan McCready,DEM,4,501
ROBESON,29,ROWLAND,Jeff Scott,LIB,4,16
ROBESON,29,ROWLAND,Mark Harris,REP,4,213
ROBESON,30,SADDLETREE,Dan McCready,DEM,4,589
ROBESON,30,SADDLETREE,Jeff Scott,LIB,4,27
ROBESON,30,SADDLETREE,Mark Harris,REP,4,415
ROBESON,32A,ST PAULS,Dan McCready,DEM,4,1025
ROBESON,32A,ST PAULS,Jeff Scott,LIB,4,38
ROBESON,32A,ST PAULS,Mark Harris,REP,4,1000
ROBESON,33,SHANNON,Dan McCready,DEM,4,126
ROBESON,33,SHANNON,Jeff Scott,LIB,4,9
ROBESON,33,SHANNON,Mark Harris,REP,4,90
ROBESON,34,OXENDINE,Dan McCready,DEM,4,232
ROBESON,34,OXENDINE,Jeff Scott,LIB,4,27
ROBESON,34,OXENDINE,Mark Harris,REP,4,226
ROBESON,35,PROSPECT,Dan McCready,DEM,4,493
ROBESON,35,PROSPECT,Jeff Scott,LIB,4,30
ROBESON,35,PROSPECT,Mark Harris,REP,4,411
ROBESON,36,SMYRNA,Dan McCready,DEM,4,311
ROBESON,36,SMYRNA,Jeff Scott,LIB,4,3
ROBESON,36,SMYRNA,Mark Harris,REP,4,191
ROBESON,37,STERLINGS,Dan McCready,DEM,4,75
ROBESON,37,STERLINGS,Jeff Scott,LIB,4,6
ROBESON,37,STERLINGS,Mark Harris,REP,4,220
ROBESON,38,THOMPSON,Dan McCready,DEM,4,107
ROBESON,38,THOMPSON,Jeff Scott,LIB,4,11
ROBESON,38,THOMPSON,Mark Harris,REP,4,81
ROBESON,39,UNION,Dan McCready,DEM,4,388
ROBESON,39,UNION,Jeff Scott,LIB,4,25
ROBESON,39,UNION,Mark Harris,REP,4,211
ROBESON,40,WHITEHOUSE,Dan McCready,DEM,4,150
ROBESON,40,WHITEHOUSE,Jeff Scott,LIB,4,3
ROBESON,40,WHITEHOUSE,Mark Harris,REP,4,113
ROBESON,41,WISHARTS,Dan McCready,DEM,4,463
ROBESON,41,WISHARTS,Jeff Scott,LIB,4,34
ROBESON,41,WISHARTS,Mark Harris,REP,4,876
UNION,001,001,Dan McCready,DEM,5,296
UNION,001,001,Jeff Scott,LIB,5,11
UNION,001,001,Mark Harris,REP,5,102
UNION,002,002,Dan McCready,DEM,5,566
UNION,002,002,Jeff Scott,LIB,5,14
UNION,002,002,Mark Harris,REP,5,272
UNION,003,003,Dan McCready,DEM,5,321
UNION,003,003,Jeff Scott,LIB,5,9
UNION,003,003,Mark Harris,REP,5,250
UNION,004,004,Dan McCready,DEM,5,479
UNION,004,004,Jeff Scott,LIB,5,11
UNION,004,004,Mark Harris,REP,5,97
UNION,005,005,Dan McCready,DEM,5,684
UNION,005,005,Jeff Scott,LIB,5,32
UNION,005,005,Mark Harris,REP,5,905
UNION,006,006,Dan McCready,DEM,5,259
UNION,006,006,Jeff Scott,LIB,5,13
UNION,006,006,Mark Harris,REP,5,769
UNION,007,007,Dan McCready,DEM,5,762
UNION,007,007,Jeff Scott,LIB,5,39
UNION,007,007,Mark Harris,REP,5,1123
UNION,008,008,Dan McCready,DEM,5,830
UNION,008,008,Jeff Scott,LIB,5,20
UNION,008,008,Mark Harris,REP,5,452
UNION,009,009,Dan McCready,DEM,5,446
UNION,009,009,Jeff Scott,LIB,5,16
UNION,009,009,Mark Harris,REP,5,229
UNION,010,010,Dan McCready,DEM,5,437
UNION,010,010,Jeff Scott,LIB,5,13
UNION,010,010,Mark Harris,REP,5,181
UNION,011,011,Dan McCready,DEM,5,221
UNION,011,011,Jeff Scott,LIB,5,17
UNION,011,011,Mark Harris,REP,5,1315
UNION,012,012,Dan McCready,DEM,5,222
UNION,012,012,Jeff Scott,LIB,5,19
UNION,012,012,Mark Harris,REP,5,1286
UNION,013,013,Dan McCready,DEM,5,233
UNION,013,013,Jeff Scott,LIB,5,22
UNION,013,013,Mark Harris,REP,5,1403
UNION,014,014,Dan McCready,DEM,5,267
UNION,014,014,Jeff Scott,LIB,5,17
UNION,014,014,Mark Harris,REP,5,419
UNION,015,015,Dan McCready,DEM,5,1219
UNION,015,015,Jeff Scott,LIB,5,54
UNION,015,015,Mark Harris,REP,5,1358
UNION,016,016,Dan McCready,DEM,5,1126
UNION,016,016,Jeff Scott,LIB,5,57
UNION,016,016,Mark Harris,REP,5,1635
UNION,017A,017A,Dan McCready,DEM,5,672
UNION,017A,017A,Jeff Scott,LIB,5,44
UNION,017A,017A,Mark Harris,REP,5,1122
UNION,017B,017B,Dan McCready,DEM,5,1095
UNION,017B,017B,Jeff Scott,LIB,5,31
UNION,017B,017B,Mark Harris,REP,5,1640
UNION,018,018,Dan McCready,DEM,5,637
UNION,018,018,Jeff Scott,LIB,5,31
UNION,018,018,Mark Harris,REP,5,1159
UNION,019,019,Dan McCready,DEM,5,1217
UNION,019,019,Jeff Scott,LIB,5,63
UNION,019,019,Mark Harris,REP,5,1950
UNION,020A,020A,Dan McCready,DEM,5,1235
UNION,020A,020A,Jeff Scott,LIB,5,62
UNION,020A,020A,Mark Harris,REP,5,1245
UNION,020B,020B,Dan McCready,DEM,5,981
UNION,020B,020B,Jeff Scott,LIB,5,67
UNION,020B,020B,Mark Harris,REP,5,1584
UNION,021,021,Dan McCready,DEM,5,336
UNION,021,021,Jeff Scott,LIB,5,33
UNION,021,021,Mark Harris,REP,5,1047
UNION,022,022,Dan McCready,DEM,5,345
UNION,022,022,Jeff Scott,LIB,5,34
UNION,022,022,Mark Harris,REP,5,1277
UNION,023,023,Dan McCready,DEM,5,416
UNION,023,023,Jeff Scott,LIB,5,21
UNION,023,023,Mark Harris,REP,5,835
UNION,024,024,Dan McCready,DEM,5,307
UNION,024,024,Jeff Scott,LIB,5,18
UNION,024,024,Mark Harris,REP,5,980
UNION,025,025,Dan McCready,DEM,5,305
UNION,025,025,Jeff Scott,LIB,5,11
UNION,025,025,Mark Harris,REP,5,799
UNION,026,026,Dan McCready,DEM,5,232
UNION,026,026,Jeff Scott,LIB,5,17
UNION,026,026,Mark Harris,REP,5,778
UNION,027,027,Dan McCready,DEM,5,247
UNION,027,027,Jeff Scott,LIB,5,11
UNION,027,027,Mark Harris,REP,5,796
UNION,028A,028A,Dan McCready,DEM,5,1417
UNION,028A,028A,Jeff Scott,LIB,5,51
UNION,028A,028A,Mark Harris,REP,5,1691
UNION,028B,028B,Dan McCready,DEM,5,1096
UNION,028B,028B,Jeff Scott,LIB,5,42
UNION,028B,028B,Mark Harris,REP,5,1304
UNION,028C,028C,Dan McCready,DEM,5,991
UNION,028C,028C,Jeff Scott,LIB,5,29
UNION,028C,028C,Mark Harris,REP,5,1202
UNION,028D,028D,Dan McCready,DEM,5,1247
UNION,028D,028D,Jeff Scott,LIB,5,58
UNION,028D,028D,Mark Harris,REP,5,1452
UNION,029A,029A,Dan McCready,DEM,5,1352
UNION,029A,029A,Jeff Scott,LIB,5,50
UNION,029A,029A,Mark Harris,REP,5,1136
UNION,029B,029B,Dan McCready,DEM,5,447
UNION,029B,029B,Jeff Scott,LIB,5,30
UNION,029B,029B,Mark Harris,REP,5,600
UNION,029C,029C,Dan McCready,DEM,5,512
UNION,029C,029C,Jeff Scott,LIB,5,24
UNION,029C,029C,Mark Harris,REP,5,829
UNION,030,030,Dan McCready,DEM,5,1015
UNION,030,030,Jeff Scott,LIB,5,44
UNION,030,030,Mark Harris,REP,5,1469
UNION,031,031,Dan McCready,DEM,5,897
UNION,031,031,Jeff Scott,LIB,5,45
UNION,031,031,Mark Harris,REP,5,1063
UNION,032,032,Dan McCready,DEM,5,637
UNION,032,032,Jeff Scott,LIB,5,31
UNION,032,032,Mark Harris,REP,5,1385
UNION,033,033,Dan McCready,DEM,5,499
UNION,033,033,Jeff Scott,LIB,5,30
UNION,033,033,Mark Harris,REP,5,870
UNION,034,034,Dan McCready,DEM,5,567
UNION,034,034,Jeff Scott,LIB,5,36
UNION,034,034,Mark Harris,REP,5,1405
UNION,035,035,Dan McCready,DEM,5,445
UNION,035,035,Jeff Scott,LIB,5,17
UNION,035,035,Mark Harris,REP,5,772
UNION,036,036,Dan McCready,DEM,5,318
UNION,036,036,Jeff Scott,LIB,5,13
UNION,036,036,Mark Harris,REP,5,763
UNION,037A,037A,Dan McCready,DEM,5,1418
UNION,037A,037A,Jeff Scott,LIB,5,70
UNION,037A,037A,Mark Harris,REP,5,1535
UNION,037B,037B,Dan McCready,DEM,5,357
UNION,037B,037B,Jeff Scott,LIB,5,12
UNION,037B,037B,Mark Harris,REP,5,661
UNION,038A,038A,Dan McCready,DEM,5,908
UNION,038A,038A,Jeff Scott,LIB,5,45
UNION,038A,038A,Mark Harris,REP,5,1005
UNION,038B,038B,Dan McCready,DEM,5,576
UNION,038B,038B,Jeff Scott,LIB,5,39
UNION,038B,038B,Mark Harris,REP,5,819
UNION,039,039,Dan McCready,DEM,5,339
UNION,039,039,Jeff Scott,LIB,5,27
UNION,039,039,Mark Harris,REP,5,1020
UNION,040,040,Dan McCready,DEM,5,963
UNION,040,040,Jeff Scott,LIB,5,33
UNION,040,040,Mark Harris,REP,5,1395
UNION,041,041,Dan McCready,DEM,5,950
UNION,041,041,Jeff Scott,LIB,5,25
UNION,041,041,Mark Harris,REP,5,1527
UNION,042,042,Dan McCready,DEM,5,416
UNION,042,042,Jeff Scott,LIB,5,25
UNION,042,042,Mark Harris,REP,5,665
UNION,043,043,Dan McCready,DEM,5,366
UNION,043,043,Jeff Scott,LIB,5,6
UNION,043,043,Mark Harris,REP,5,69
UNION,ABSENTEE,NA,Dan McCready,DEM,5,0
UNION,ABSENTEE,NA,Jeff Scott,LIB,5,0
UNION,ABSENTEE,NA,Mark Harris,REP,5,0
UNION,CURBSIDE,NA,Dan McCready,DEM,5,0
UNION,CURBSIDE,NA,Jeff Scott,LIB,5,0
UNION,CURBSIDE,NA,Mark Harris,REP,5,0
UNION,PROVISIONAL,NA,Dan McCready,DEM,5,0
UNION,PROVISIONAL,NA,Jeff Scott,LIB,5,0
UNION,PROVISIONAL,NA,Mark Harris,REP,5,0
UNION,TRANSFER,NA,Dan McCready,DEM,5,0
UNION,TRANSFER,NA,Jeff Scott,LIB,5,0
UNION,TRANSFER,NA,Mark Harris,REP,5,0
